Name,Year_of_Release,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform,Genre
Cars,2006.0,THQ,0.15,0.04,0.0,0.01,0.2,70.0,22.0,,,Rainbow Studios,E,29,6
Taiko no Tatsujin: Waku Waku Anime Matsuri,2003.0,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,16,3
Spy Hunter,2002.0,Midway Games,0.16,0.04,0.0,0.01,0.2,71.0,16.0,,,Point of View,T,7,6
We Sing Robbie Williams,2010.0,Nordic Games,0.0,0.18,0.0,0.03,0.2,,,,,,,26,3
Dark Messiah of Might and Magic Elements,2008.0,Ubisoft,0.16,0.02,0.01,0.02,0.2,52.0,27.0,7.0,48.0,Ubisoft Annecy,M,28,7
Planet 51,2009.0,Sega,0.17,0.01,0.0,0.02,0.2,53.0,6.0,5.8,4.0,Pyro Studios,E,26,0
Dead to Rights II,2005.0,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51.0,32.0,5.3,7.0,WideScreen Games,M,16,8
Super Dodge Ball Advance,2001.0,Ubisoft,0.14,0.05,0.0,0.0,0.2,79.0,11.0,,,Atlus Co.,E,6,10
FIFA 16,2015.0,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,EA Sports,E,13,10
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014.0,Activision,0.11,0.07,0.0,0.02,0.2,,,6.4,7.0,WayForward,E10+,28,1
Ogre Battle Saga Episode Five: The March of the Black Queen,1996.0,ArtDink,0.06,0.04,0.09,0.01,0.2,,,,,,,15,7
The Heavy Rain and Beyond: Two Souls Collection,2016.0,Sony Computer Entertainment,0.0,0.17,0.0,0.03,0.2,,,,,,,18,0
NBA Live 14,2013.0,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,14.0,3.1,88.0,EA Sports,E,30,10
Kung Fu Rider,2010.0,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36.0,45.0,3.7,21.0,SCE Japan Studio,E10+,17,0
MDK,1997.0,Interplay,0.11,0.08,0.0,0.01,0.2,,,,,,,15,8
DarkStar One: Broken Alliance,2010.0,Kalypso Media,0.11,0.07,0.0,0.02,0.2,63.0,33.0,7.2,19.0,Gaming Minds Studios,T,28,9
Dragon Ball: Xenoverse 2,2016.0,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,73.0,8.0,7.3,29.0,Dimps Corporation,T,30,0
WRC: FIA World Rally Championship,,Black Bean Games,0.0,0.14,0.01,0.04,0.2,68.0,24.0,4.5,4.0,Milestone S.r.l,,17,6
Odin Sphere: Leifthrasir,2016.0,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87.0,49.0,8.2,178.0,Vanillaware,T,18,7
"Ni Hao, Kai-lan: New Year's Celebration",2009.0,Take-Two Interactive,0.19,0.0,0.0,0.01,0.2,,,,,Take-Two Interactive,EC,4,3
Rock Band Track Pack: Classic Rock,2009.0,MTV Games,0.1,0.08,0.0,0.03,0.2,,,,,Harmonix Music Systems,T,16,3
Ty the Tasmanian Tiger 2: Bush Rescue,2004.0,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70.0,20.0,8.6,11.0,Krome Studios,E,7,4
Body and Brain Connection,2010.0,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,57.0,33.0,4.8,4.0,Namco Bandai Games,E,28,3
Speed Punks,1998.0,Sony Computer Entertainment,0.11,0.08,0.0,0.01,0.2,,,,,,,15,6
Dragon Ball: Revenge of King Piccolo,2009.0,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,25.0,7.3,15.0,Media Vision,E10+,26,0
The Legend of Heroes VII: The Trail of Blue,2011.0,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,,,,,,,19,7
High School Musical 3: Senior Year DANCE!,2008.0,Disney Interactive Studios,0.18,0.0,0.0,0.02,0.2,,,,,,,28,3
Warriors Orochi,2008.0,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62.0,13.0,6.6,10.0,"Omega Force, Koei Canada",T,19,0
MVP Baseball 2003,2003.0,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9.0,9.0,EA Sports,E,29,10
Monster Jam,2007.0,Activision,0.18,0.0,0.0,0.02,0.2,43.0,9.0,6.4,5.0,Torus Games,E,28,6
Infinite Space,2009.0,Sega,0.06,0.05,0.07,0.01,0.2,75.0,46.0,9.0,61.0,PlatinumGames,T,4,7
NCAA Final Four 2004,2003.0,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,45.0,16.0,,,989 Sports,E,16,10
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005.0,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,31.0,6.0,6.0,Traveller's Tales,T,29,0
Body Harvest,1998.0,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,,,,,,,10,8
San Francisco Rush 2049,2000.0,Midway Games,0.16,0.04,0.0,0.0,0.2,,,,,,,10,6
Super Robot Taisen 64,1999.0,Banpresto,0.0,0.0,0.2,0.0,0.2,,,,,,,10,11
Snowboard Kids,1996.0,Atlus,0.16,0.04,0.0,0.0,0.2,,,,,,,10,10
Tigger's Honey Hunt,2000.0,Ubisoft,0.16,0.04,0.0,0.0,0.2,,,,,,,10,4
Famista 64,,Namco Bandai Games,0.0,0.0,0.17,0.03,0.2,,,,,,,10,10
Roadsters 99,1999.0,Titus,0.06,0.13,0.0,0.01,0.2,,,,,,,10,6
Magical Tetris Challenge,1997.0,Activision,0.13,0.02,0.05,0.0,0.2,,,,,,,10,5
Twisted Edge Extreme Snowboarding,1998.0,Kemco,0.16,0.04,0.0,0.0,0.2,,,,,,,10,10
Disney's Tarzan,2000.0,Activision,0.16,0.04,0.0,0.0,0.2,,,,,,,10,4
South Park Rally,2000.0,Acclaim Entertainment,0.16,0.04,0.0,0.0,0.2,,,,,,,10,6
NBA 07,2006.0,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7.0,5.0,SCEA,E,19,10
Two Worlds II,2011.0,Unknown,0.09,0.09,0.0,0.02,0.2,76.0,31.0,6.5,315.0,Reality Pump,M,13,7
IHRA Drag Racing 2004,2003.0,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,40.0,5.0,7.4,7.0,Bethesda Softworks,E,29,6
Shining Hearts,2010.0,Sega,0.0,0.0,0.2,0.0,0.2,,,,,,,19,7
The Legend of Heroes: Trails of Cold Steel,2013.0,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,12.0,7.7,128.0,Falcom,T,17,7
Clive Barker's Jericho,2007.0,Codemasters,0.17,0.01,0.0,0.02,0.2,60.0,34.0,7.1,52.0,"Mercury Steam, Alchemic Productions",M,17,8
Tekken 3D: Prime Edition,2012.0,Nintendo,0.06,0.07,0.05,0.01,0.2,64.0,42.0,5.9,39.0,Arika,T,2,2
Marvel: Ultimate Alliance 2,2009.0,Activision,0.16,0.03,0.0,0.02,0.2,65.0,7.0,6.7,9.0,n-Space,E10+,4,7
Treasure World,2009.0,Aspyr,0.18,0.0,0.0,0.01,0.2,68.0,14.0,,,Aspyr,E,4,9
SingStar: Back to the 80s,2011.0,Sony Computer Entertainment,0.0,0.16,0.0,0.04,0.2,,,,,,,17,3
Jissen Pachi-Slot Hisshouhou! Aladdin A,2002.0,Sammy Corporation,0.0,0.0,0.2,0.0,0.2,,,,,,,16,3
Ford Racing Off Road,2008.0,Xplosiv,0.1,0.08,0.0,0.03,0.2,37.0,5.0,,,Razorworks Studios,E,16,6
Namco Museum: 50th Anniversary,2005.0,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2,60.0,7.0,,,Backbone Vancouver,E,6,3
Nobunaga no Yabou: Reppuuden,1999.0,Tecmo Koei,0.0,0.0,0.19,0.01,0.2,,,,,,,15,11
The BIGS 2,2009.0,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,,,,,Blue Castle Games,E10+,16,10
Front Mission Evolved,2010.0,Square Enix,0.1,0.07,0.02,0.02,0.2,58.0,52.0,6.1,24.0,Double Helix Games,T,28,8
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,2009.0,GSP,0.11,0.07,0.0,0.02,0.2,,,,,,,26,1
Mat Hoffman's Pro BMX 2,2002.0,Activision,0.15,0.04,0.0,0.01,0.2,75.0,16.0,,,Rainbow Studios,T,29,10
Treasure Hunter G,1996.0,SquareSoft,0.0,0.0,0.2,0.0,0.2,,,,,,,23,7
Ashes Cricket 2009,2009.0,Codemasters,0.0,0.19,0.0,0.01,0.2,,,,,,,28,10
From Russia With Love,2005.0,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,34.0,8.8,12.0,Electronic Arts,T,29,0
Sleeping Dogs,2014.0,Square Enix,0.1,0.09,0.0,0.02,0.2,,,,,,,30,0
Wing Arms,1994.0,Sega,0.0,0.0,0.2,0.0,0.2,,,,,,,21,8
Press Your Luck 2010 Edition,2009.0,Ubisoft,0.18,0.0,0.0,0.01,0.2,,,,,Ludia Inc.,E,4,3
Apache: Air Assault,2010.0,Activision,0.11,0.06,0.0,0.03,0.2,66.0,17.0,6.1,12.0,Gaijin Entertainment,T,17,9
Pro Yaky? Spirits 2013,2013.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,17,10
Cabela's North American Adventures,2010.0,Activision,0.19,0.0,0.0,0.01,0.2,,,,,FUN Labs,T,26,10
Wizards of Waverly Place: Spellbound,2010.0,Disney Interactive Studios,0.16,0.03,0.0,0.01,0.2,,,,,Disney Interactive Studios,E,4,3
Dying Light,2015.0,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,M,13,0
Cabela's Big Game Hunter (2008),2007.0,Activision Value,0.1,0.08,0.0,0.03,0.2,,,,,Activision,T,16,10
The Cheetah Girls: Passport to Stardom,2008.0,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,,,,,Handheld Games,E,4,3
Grandia II,2000.0,Ubisoft,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.8,57.0,Game Arts,T,3,7
Namco Museum Vol.4,1996.0,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,,,,,,,15,3
Ridge Racer 6,2005.0,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74.0,65.0,7.1,28.0,Namco,E,28,6
Shark Tale,2004.0,Activision,0.15,0.04,0.0,0.01,0.2,67.0,28.0,,,Edge of Reality,E,29,0
NFL Street 2,2004.0,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77.0,24.0,,,EA Tiburon,E,7,10
Pro Yaky? Spirits 2013,2013.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,19,10
My Secret World by Imagine,2008.0,Ubisoft,0.0,0.2,0.0,0.0,0.2,,,8.8,5.0,Ubisoft,E,4,3
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,20.0,7.0,10.0,KCE Studios,E10+,16,0
Zone of the Enders HD Collection,2012.0,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,High Voltage Software,M,28,9
Record of Agarest War,2008.0,Compile Heart,0.18,0.0,0.01,0.01,0.2,71.0,7.0,7.0,35.0,Compile Heart,T,28,7
Gladius,2003.0,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8.0,22.0,LucasArts,T,16,11
Earth Defense Force: Insect Armageddon,2011.0,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7.0,24.0,Vicious Cycle,T,17,8
Dave Mirra Freestyle BMX 2,2001.0,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76.0,18.0,8.2,6.0,"Z-Axis, Ltd.",T,29,10
Pro Yaky? Spirits 2012,2012.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,19,10
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002.0,THQ,0.15,0.04,0.0,0.01,0.2,66.0,4.0,8.3,10.0,Big Sky Software,E,7,4
Taiko no Tatsujin: Go! Go! Godaime,2004.0,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,16,3
Taiko Drum Master,2004.0,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,35.0,8.1,8.0,Namco,E,16,3
Bust-A-Move 2 Arcade Edition,1995.0,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,,,,,,,15,5
Tetris Worlds (Online Edition),2003.0,THQ,0.15,0.04,0.0,0.01,0.2,62.0,13.0,,,Radical Entertainment,E,29,5
Total War: Shogun 2 - Fall of the Samurai,2012.0,Sega,0.07,0.1,0.0,0.02,0.2,,,,,,,13,11
Dungeon Hunter Alliance,2012.0,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,T,20,0
Forgotten Realms: Demon Stone,2004.0,Atari,0.1,0.08,0.0,0.03,0.2,71.0,40.0,6.8,18.0,Stormfront Studios,T,16,0
Super Baseball Simulator 1.000,1991.0,Culture Brain,0.0,0.0,0.2,0.0,0.2,,,,,,,23,10
Soldier of Fortune: Payback,2007.0,Activision,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,Cauldron Ltd.,M,28,8
Afro Samurai,2009.0,Atari,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0,"Namco Bandai Games America, Namco Bandai Games",M,17,0
Looney Tunes: Space Race,2002.0,Infogrames,0.1,0.08,0.0,0.03,0.2,62.0,14.0,,,Tantalus Interactive,E,16,6
Puzzle Challenge: Crosswords and More!,2006.0,Crave Entertainment,0.18,0.0,0.0,0.01,0.2,,,,,,,19,5
Neighborhood Games,2009.0,THQ,0.17,0.02,0.0,0.01,0.2,49.0,6.0,,,Jet Black Games,E,26,3
Backyard Hockey,2003.0,Atari,0.14,0.05,0.0,0.0,0.2,,,,,Mistic Software,E,6,10
The Amazing Spider-Man (Console Version),2012.0,Activision,0.15,0.03,0.0,0.01,0.2,,,,,,,4,0
Farming Simulator 2015,2015.0,Koch Media,0.1,0.08,0.0,0.02,0.2,,,,,,,30,9
Silent Hill: Book of Memories,2012.0,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,WayForward,M,20,0
Playboy: The Mansion,2005.0,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0,Cyberlore Studios,M,16,9
Jikkyou Powerful Pro Yakyuu 2010,2010.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,19,10
Sid Meier's Pirates!,2007.0,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,,,,,,,19,11
Ore no Shikabane o Koete Yuke,2011.0,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,19,7
Baja: Edge of Control,2008.0,THQ,0.12,0.06,0.0,0.02,0.2,65.0,35.0,7.1,18.0,2XL Games,E,28,6
Tiger Woods PGA Tour 06,2005.0,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,15.0,7.9,8.0,Team Fusion,E,19,10
Shaman King: Spirit of Shamans,2002.0,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2,,,,,,,15,0
Ratatouille,2007.0,THQ,0.14,0.05,0.0,0.0,0.2,65.0,4.0,,,Helixe,E,6,0
Bleach: The 3rd Phantom,2008.0,Sega,0.1,0.02,0.07,0.01,0.2,59.0,28.0,8.0,10.0,"Sega, Tom Create",T,4,7
The Fairly Odd Parents: Enter the Cleft,2002.0,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,,6,4
MC Groovz Dance Craze,2004.0,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,8.0,6.8,9.0,Mad Catz,E,7,3
The Thing,2002.0,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,21.0,6.6,14.0,Computer Artworks,M,29,1
Tom and Jerry in House Trap,2000.0,Ubisoft,0.11,0.07,0.0,0.01,0.2,,,,,,,15,0
Power Rangers: Time Force,2001.0,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,,6,0
Untold Legends: Dark Kingdom,2006.0,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,40.0,7.2,36.0,Sony Online Entertainment,T,17,7
Jikkyou Powerful Pro Yakyuu 2011,2011.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,19,10
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,2006.0,Shogakukan,0.0,0.0,0.2,0.0,0.2,,,,,,,4,3
Plants vs. Zombies,2011.0,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,PopCap,E10+,17,11
Baldur's Gate: Dark Alliance,2002.0,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83.0,25.0,8.3,26.0,Snowblind Studios,T,29,7
Prince of Persia: Warrior Within,2004.0,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,Ubisoft,M,7,0
Mahjongg Mysteries: Ancient Egypt,2010.0,Avanquest,0.07,0.11,0.0,0.02,0.2,,,,,,,4,5
Aikatsu! Cinderella Lesson,2012.0,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,2,7
UFC: Tapout,2002.0,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,,,,,,,29,2
Warriors Orochi,2007.0,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,Omega Force,T,28,0
Predator: Concrete Jungle,2005.0,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,14.0,8.8,76.0,Eurocom Entertainment Software,M,16,0
Cabela's Survival: Shadows of Katmai,2011.0,Activision,0.14,0.04,0.0,0.01,0.2,,,8.0,5.0,Activision,T,26,10
Arcana Heart 3,2011.0,PQube,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,Examu,T,17,2
X-Men Origins: Wolverine,2009.0,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.0,8.1,8.0,Griptonite Games,E10+,4,0
Big Mutha Truckers 2,2005.0,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,26.0,2.1,9.0,Eutechnyx,M,16,6
Armored Core 4,2006.0,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0,From Software,T,17,9
Shutter Island,2009.0,Merscom LLC,0.0,0.17,0.0,0.03,0.2,,,,,Merscom LLC,T,13,1
Solatorobo: Red the Hunter,2010.0,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,40.0,7.9,23.0,CyberConnect2,E10+,4,7
NHL FaceOff 2001,2001.0,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,11.0,4.0,4.0,989 Sports,E,16,10
Mana Khemia 2: Fall of Alchemy,2008.0,Gust,0.07,0.05,0.05,0.02,0.2,70.0,12.0,8.2,17.0,Gust,T,16,7
The Great Escape,2003.0,SCi,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8.0,21.0,Pivotal Games,T,16,0
Just Dance 2: Extra Songs,2011.0,Ubisoft,0.0,0.17,0.0,0.03,0.2,,,,,,,26,3
Castlevania: Lords of Shadow 2,2014.0,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,Mercury Steam,M,17,0
Dexter's Lab Chess Challenge,2002.0,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2,,,,,,,6,3
CSI: Unsolved!,2010.0,Ubisoft,0.13,0.05,0.0,0.02,0.2,,,,,,,4,1
Big Mutha Truckers,2002.0,Empire Interactive,0.15,0.04,0.0,0.01,0.19,59.0,12.0,4.3,9.0,Eutechnyx,T,29,6
Way of the Samurai 4,2011.0,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,Acquire,M,17,0
ESA Foundation Compilation,2005.0,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,,,,,,,16,3
The Hobbit,2003.0,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,6.0,9.2,17.0,Saffire,E,6,4
The King of Fighters XI,2006.0,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,30.0,8.5,15.0,SNK Playmore,T,16,2
Tom Clancy's Splinter Cell: Essentials,2006.0,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,Ubisoft,M,19,8
The Naked Brothers Band: The Video Game,2008.0,THQ,0.18,0.0,0.0,0.01,0.19,,,,,,,4,3
Chronicles of Mystery: Curse of the Ancient Temple,2009.0,City Interactive,0.07,0.1,0.0,0.02,0.19,57.0,7.0,,,City Interactive,E,4,1
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996.0,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,,,,,,,15,2
Major League Baseball 2K12,2012.0,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E,17,10
Family Guy,2006.0,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,High Voltage Software,M,19,0
Dead Space 3,,Electronic Arts,0.02,0.16,0.0,0.02,0.19,78.0,16.0,6.0,1096.0,Visceral Games,M,13,0
Sniper Elite,2005.0,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,21.0,8.9,36.0,Rebellion,M,16,8
Yoga Wii,2009.0,JoWood Productions,0.14,0.04,0.0,0.02,0.19,,,,,,,26,10
MLB 16: The Show,2016.0,Sony Computer Entertainment,0.16,0.0,0.0,0.04,0.19,,,,,,,17,0
Harry Potter and the Goblet of Fire,2005.0,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,Electronic Arts,E10+,19,0
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005.0,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,,4,0
Parlor! Mini 4,1996.0,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,,,,,,,23,3
Breath of Fire II,2001.0,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,Capcom,E,6,7
The Amazing Spider-Man (Console Version),2012.0,Activision,0.15,0.03,0.0,0.01,0.19,,,,,,,2,0
Danganronpa 2: Goodbye Despair,2012.0,Spike,0.0,0.0,0.19,0.0,0.19,,,,,,,19,3
Iron Chef America: Supreme Cuisine,2008.0,Destineer,0.18,0.0,0.0,0.01,0.19,,,,,Black Lantern Studios,E10+,4,9
Test Drive Unlimited 2,,Atari,0.05,0.11,0.0,0.03,0.19,72.0,19.0,5.7,253.0,Eden,T,13,6
UFC Personal Trainer: The Ultimate Fitness System,2011.0,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,E,17,10
Ice Age 2: The Meltdown,2006.0,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,9.0,,,Vivendi Games,E10+,7,4
Conan,2007.0,THQ,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,Nihilistic,M,28,0
Steins;Gate,2011.0,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19,,,,,,,19,1
Dinotopia: The Timestone Pirates,2002.0,TDK Core,0.14,0.05,0.0,0.0,0.19,64.0,9.0,,,RFX Interactive,E,6,0
Power Pro Kun Pocket 12,2009.0,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,4,10
Petz Pony: Beauty Pageant,2009.0,Ubisoft,0.18,0.0,0.0,0.01,0.19,,,,,HotGen,E,4,9
Rune Factory: Tides of Destiny,2011.0,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,,,7.0,11.0,Neverland,E10+,26,7
J-League Jikkyou Winning Eleven 3,1997.0,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,,,,,,,15,10
No More Heroes: Heroes' Paradise,2010.0,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,FeelPlus,M,17,0
Jissen Pachi-Slot Hisshouhou,1993.0,Sammy Corporation,0.0,0.0,0.19,0.0,0.19,,,,,,,23,3
Shin Megami Tensei IV: Final,2016.0,Deep Silver,0.05,0.0,0.14,0.01,0.19,,,,,,,2,7
Aliens vs Predator,2010.0,Sega,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0,Rebellion,M,13,8
Captain America: Super Soldier,2011.0,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,T,17,0
Pac-Man & Galaga Dimensions,2011.0,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,,,,,,,2,3
Manhunt,2004.0,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,37.0,7.9,19.0,Rockstar North,M,29,0
NCAA Final Four 2003,2002.0,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6.0,4.0,989 Sports,E,16,10
Dynasty Warriors: Gundam 2,2008.0,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7.0,18.0,Omega Force,T,28,0
Dream Salon,2009.0,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,,,,,Zoo Games,E,4,3
Bound By Flame,2014.0,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,40.0,5.9,230.0,Spiders,M,18,7
We Wish You A Merry Christmas,2009.0,Destineer,0.13,0.04,0.0,0.02,0.19,,,,,Destineer,E,26,0
Spectrobes: Origins,2009.0,Disney Interactive Studios,0.16,0.02,0.0,0.01,0.19,71.0,22.0,8.4,16.0,Genki,E10+,26,7
Rock Band Country Track Pack,2009.0,MTV Games,0.18,0.0,0.0,0.02,0.19,,,,,Harmonix Music Systems,E10+,17,3
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015.0,Capcom,0.0,0.0,0.19,0.0,0.19,,,,,,,2,0
J-League Excite Stage '96,1996.0,Epoch,0.0,0.0,0.19,0.0,0.19,,,,,,,23,10
Just Dance: Greatest Hits,2012.0,Ubisoft,0.14,0.04,0.0,0.01,0.19,,,,,Ubisoft,E10+,26,3
New Love Plus,2012.0,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,2,9
DanceMasters,2010.0,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.0,30.0,5.9,7.0,GCP1,E10+,28,3
Breath of Fire: Dragon Quarter,2002.0,Capcom,0.09,0.07,0.0,0.02,0.19,78.0,28.0,6.9,35.0,Capcom,T,16,7
Jikkyou J-League Perfect Striker,1996.0,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,10,10
Super Robot Taisen: Scramble Commander,2003.0,Banpresto,0.0,0.0,0.19,0.0,0.19,,,,,,,16,11
Shiren the Wanderer,2008.0,Sega,0.08,0.0,0.11,0.01,0.19,71.0,21.0,7.6,5.0,ChunSoft,T,26,7
Re-Volt,1998.0,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,,,,,,,15,6
Kan Colle Kai,2016.0,Kadokawa Games,0.0,0.0,0.19,0.0,0.19,,,,,,,20,0
Descent,1996.0,Interplay,0.11,0.07,0.0,0.01,0.19,,,,,,,15,8
LEGO Marvel's Avengers,2016.0,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,E10+,2,0
Just Dance 2016,2015.0,Ubisoft,0.1,0.06,0.0,0.03,0.19,,,4.2,6.0,Ubisoft,E10+,17,3
